drugbank_id,drug_name,drug_type,groups,smiles,inchikey,molecular_weight,target_uniprot,target_id,target_name,target_organism,actions,known_action
DB02990,S-(2-Acetamidoethyl) hexadecanethioate,small molecule,experimental,CCCCCCCCCCCCCCCC(=O)SCCNC(C)=O,GDVZALUOXPTSHD-UHFFFAOYSA-N,357.594,P9WGR1,BE0000332,Enoyl-[acyl-carrier-protein] reductase [NADH],Mycobacterium tuberculosis,inhibitor,yes
DB02991,S-Ethyl-N-[4-(Trifluoromethyl)Phenyl]Isothiourea,small molecule,experimental,CCS\C(N)=N\C1=CC=C(C=C1)C(F)(F)F,LCMOXIFARISMOH-UHFFFAOYSA-N,248.268,P29475,BE0000067,Nitric oxide synthase 1,Humans,inhibitor,yes
DB02994,Cacodylic acid,small molecule,experimental,C[As](C)(O)=O,OGGXGZAMXPVRFZ-UHFFFAOYSA-N,137.9974,P29474,BE0000263,Nitric oxide synthase 3,Humans,inhibitor,yes
DB02994,Cacodylic acid,small molecule,experimental,C[As](C)(O)=O,OGGXGZAMXPVRFZ-UHFFFAOYSA-N,137.9974,P15121,BE0000747,Aldo-keto reductase family 1 member B1,Humans,inhibitor,yes
DB02998,Metribolone,small molecule,experimental,[H][C@@]12CC[C@](C)(O)[C@@]1(C)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H],CCCIJQPRIXGQOE-XWSJACJDSA-N,284.3927,P06401,BE0000557,Progesterone receptor,Humans,inhibitor,yes
DB02999,Quisqualic acid,small molecule,experimental,N[C@@H](CN1OC(=O)NC1=O)C(O)=O,ASNFTDCKZKHJSW-REOHCLBHSA-N,189.1262,Q13255,BE0000824,Metabotropic glutamate receptor 1,Humans,agonist,yes
DB02999,Quisqualic acid,small molecule,experimental,N[C@@H](CN1OC(=O)NC1=O)C(O)=O,ASNFTDCKZKHJSW-REOHCLBHSA-N,189.1262,P39086,BE0000346,"Glutamate receptor ionotropic, kainate 1",Humans,inhibitor,yes
DB02999,Quisqualic acid,small molecule,experimental,N[C@@H](CN1OC(=O)NC1=O)C(O)=O,ASNFTDCKZKHJSW-REOHCLBHSA-N,189.1262,Q14416,BE0000974,Metabotropic glutamate receptor 2,Humans,inhibitor,yes
DB02999,Quisqualic acid,small molecule,experimental,N[C@@H](CN1OC(=O)NC1=O)C(O)=O,ASNFTDCKZKHJSW-REOHCLBHSA-N,189.1262,Q14832,BE0002342,Metabotropic glutamate receptor 3,Humans,inhibitor,yes
DB02999,Quisqualic acid,small molecule,experimental,N[C@@H](CN1OC(=O)NC1=O)C(O)=O,ASNFTDCKZKHJSW-REOHCLBHSA-N,189.1262,P41594,BE0001192,Metabotropic glutamate receptor 5,Humans,inhibitor,yes
DB02999,Quisqualic acid,small molecule,experimental,N[C@@H](CN1OC(=O)NC1=O)C(O)=O,ASNFTDCKZKHJSW-REOHCLBHSA-N,189.1262,Q04609,BE0000568,Glutamate carboxypeptidase 2,Humans,inhibitor,yes
DB03000,S-9-(2-hydroxypropyl)adenine,small molecule,experimental,[H][C@@](C)(O)CN1C=NC2=C(N)N=CN=C12,MJZYTEBKXLVLMY-YFKPBYRVSA-N,193.2058,P04183,BE0001260,"Thymidine kinase, cytosolic",Humans,inhibitor,yes
DB03015,"6-hydroxy-1,6-dihydro purine nucleoside",small molecule,experimental,[H]N1C=[N+]([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C2=C1[C@H](O)N=CN2[H],WGRXVKRHIMUTPD-YOHZANMFSA-O,271.2499,P00813,BE0002214,Adenosine deaminase,Humans,inhibitor,yes
DB03017,Lauric acid,small molecule,approved;experimental,CCCCCCCCCCCC(O)=O,POULHZVOKOAJMA-UHFFFAOYSA-N,200.3178,O00206,BE0002442,Toll-like receptor 4,Humans,inhibitor,yes
DB03017,Lauric acid,small molecule,approved;experimental,CCCCCCCCCCCC(O)=O,POULHZVOKOAJMA-UHFFFAOYSA-N,200.3178,P02788,BE0000994,Lactotransferrin,Humans,inhibitor,yes
DB03017,Lauric acid,small molecule,approved;experimental,CCCCCCCCCCCC(O)=O,POULHZVOKOAJMA-UHFFFAOYSA-N,200.3178,P14555,BE0001640,"Phospholipase A2, membrane associated",Humans,inhibitor,yes
DB03024,2-Methyl-3-(2-Aminothiazolo)Propanal,small molecule,experimental,[H][C@](C)(CC1=CSC(N)=N1)C=O,KFMAJVLZSDMFBV-YFKPBYRVSA-N,170.232,P00797,BE0000270,Renin,Humans,inhibitor,yes
DB03028,1h-Benoximidazole-2-Carboxylic Acid,small molecule,experimental,OC(=O)C1=NC2=CC=CC=C2N1,RHXSYTACTOMVLJ-UHFFFAOYSA-N,162.1454,P07339,BE0000941,Cathepsin D,Humans,inhibitor,yes
DB03030,4-(2-Thienyl)-1-(4-Methylbenzyl)-1h-Imidazole,small molecule,experimental,CC1=CC=C(CN2C=NC(=C2)C2=CC=CS2)C=C1,UMOFOLLUKPBVQG-UHFFFAOYSA-N,254.35,P9WGR1,BE0000332,Enoyl-[acyl-carrier-protein] reductase [NADH],Mycobacterium tuberculosis,inhibitor,yes
DB03033,4-methoxybenzenesulfinate,small molecule,experimental,COC1=CC=C(C=C1)S([O-])=O,YVZWQPOTHRMEQW-UHFFFAOYSA-M,171.19,P45452,BE0000966,Collagenase 3,Humans,inhibitor,yes
DB03033,4-methoxybenzenesulfinate,small molecule,experimental,COC1=CC=C(C=C1)S([O-])=O,YVZWQPOTHRMEQW-UHFFFAOYSA-M,171.19,P08254,BE0001116,Stromelysin-1,Humans,inhibitor,yes
DB03038,LY341770,small molecule,experimental,[H]N([H])C1=NC(=O)C2=C(N([H])C=C2CCC2=CC=C(C=C2)C(=O)N([H])[C@@H](CCC2=NN([H])N=N2)C(O)=O)N1[H],MXAFDBCLWLMXSI-ZDUSSCGKSA-N,451.4386,P12461,BE0000021,Thymidylate synthase,Yeast,inhibitor,yes
DB03040,Nitrilotriacetic acid,small molecule,experimental,OC(=O)CN(CC(O)=O)CC(O)=O,MGFYIUFZLHCRTH-UHFFFAOYSA-N,191.1388,P02788,BE0000994,Lactotransferrin,Humans,inhibitor,yes
DB03044,Doramapimod,small molecule,investigational,CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C,MVCOAUNKQVWQHZ-UHFFFAOYSA-N,527.6572,P08631,BE0001424,Tyrosine-protein kinase HCK,Humans,inhibitor,yes
DB03048,6-Carboxymethyluracil,small molecule,experimental,OC(=O)CC1=CC(=O)NC(=O)N1,NQAUNZZEYKWTHM-UHFFFAOYSA-N,170.1228,Q12882,BE0000960,Dihydropyrimidine dehydrogenase [NADP(+)],Humans,inhibitor,yes
DB03052,Dazoxiben,small molecule,experimental,OC(=O)C1=CC=C(OCCN2C=CN=C2)C=C1,XQGZSYKGWHUSDH-UHFFFAOYSA-N,232.2353,P24557,BE0001893,Thromboxane-A synthase,Humans,inhibitor,yes
DB03056,4-Piperidino-Piperidine,small molecule,experimental,C1CCN(CC1)C1CCNCC1,QDVBKXJMLILLLB-UHFFFAOYSA-N,168.2792,P23141,BE0002705,Liver carboxylesterase 1,Humans,inhibitor,yes
DB03060,Sri-9662,small molecule,experimental,COC1=CC(\C=C/C2=C(C)C3=C(N)N=C(N)N=C3N=C2)=C(OC)C=C1,WNDJHUNKXPAREB-PLNGDYQASA-N,337.3758,Q9HBH1,BE0002201,"Peptide deformylase, mitochondrial",Humans,inhibitor,yes
DB03065,7-Nitroindazole-2-Carboxamidine,small molecule,experimental,NC(=N)N1C=C2C=CC=C(C2=N1)[N+]([O-])=O,GFYAZUABYOOPCN-UHFFFAOYSA-N,205.1735,P29474,BE0000263,Nitric oxide synthase 3,Humans,inhibitor,yes
DB03070,Selenazole-4-carboxyamide-adenine dinucleotide,small molecule,experimental,[H]N([H])C(=O)C1=C[Se]C(=N1)[C@]1([H])O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N=CN=C23)N([H])[H])[C@@H](O)[C@H]1O,SKNBJMQZTZPCPF-QZTLEVGFSA-N,716.35,P12268,BE0000722,Inosine-5'-monophosphate dehydrogenase 2,Humans,inhibitor,yes
DB03073,3-Methoxybenzamide,small molecule,experimental,COC1=CC(=CC=C1)C(N)=O,VKPLPDIMEREJJF-UHFFFAOYSA-N,151.1626,P09874,BE0001717,Poly [ADP-ribose] polymerase 1,Humans,inhibitor,yes
DB03078,PASBN,small molecule,experimental,O[P@@](=O)(OCC1=CC=CC=C1)OC1=C(C=O)C=CC=C1,PWDTUFYQEUEVQD-UHFFFAOYSA-N,292.2238,P12931,BE0000838,Proto-oncogene tyrosine-protein kinase Src,Humans,inhibitor,yes
DB03083,IC261,small molecule,experimental,COC1=CC(OC)=C(\C=C2\C(=O)NC3=CC=CC=C23)C(OC)=C1,JBJYTZXCZDNOJW-JLHYYAGUSA-N,311.3319,P48729,BE0009427,Casein kinase I isoform alpha,Humans,inhibitor,yes
DB03083,IC261,small molecule,experimental,COC1=CC(OC)=C(\C=C2\C(=O)NC3=CC=CC=C23)C(OC)=C1,JBJYTZXCZDNOJW-JLHYYAGUSA-N,311.3319,P49674,BE0003512,Casein kinase I isoform epsilon,Humans,inhibitor,yes
DB03088,Pidolic acid,small molecule,approved;investigational,OC(=O)[C@@H]1CCC(=O)N1,ODHCTXKNWHHXJC-VKHMYHEASA-N,129.114,P04746,BE0002639,Pancreatic alpha-amylase,Humans,inhibitor,yes
DB03092,5-Hydroxymethyl-Chonduritol,small molecule,experimental,[H][C@]1(O)C=C(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O,PJPGMULJEYSZBS-VZFHVOOUSA-N,176.1672,P04746,BE0002639,Pancreatic alpha-amylase,Humans,inhibitor,yes
DB03096,2-Morpholinoethylamine,small molecule,experimental,NCCN1CCOCC1,RWIVICVCHVMHMU-UHFFFAOYSA-N,130.1882,P07339,BE0000941,Cathepsin D,Humans,inhibitor,yes
DB03100,6-Nitroindazole,small molecule,experimental,O=N(=O)C1=CC2=NNC=C2C=C1,ORZRMRUXSPNQQL-UHFFFAOYSA-N,163.1335,P29474,BE0000263,Nitric oxide synthase 3,Humans,inhibitor,yes
DB03100,6-Nitroindazole,small molecule,experimental,O=N(=O)C1=CC2=NNC=C2C=C1,ORZRMRUXSPNQQL-UHFFFAOYSA-N,163.1335,P35228,BE0000005,"Nitric oxide synthase, inducible",Humans,inhibitor,yes
DB03101,Ribose-1-Phosphate,small molecule,experimental,OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H]1O,YXJDFQJKERBOBM-TXICZTDVSA-N,230.1098,P00491,BE0000250,Purine nucleoside phosphorylase,Humans,inhibitor,yes
DB03104,2-[4-[(Z)-2-Acetamido-3-oxo-3-[[(3S)-2-oxo-1-[(4-phenylphenyl)methyl]azepan-3-yl]amino]prop-1-enyl]-2-formylphenyl]acetic acid,small molecule,experimental,CC(=O)N\C(=C/C1=CC=C(CC(O)=O)C(C=O)=C1)C(=O)N[C@H]1CCCCN(CC2=CC=C(C=C2)C2=CC=CC=C2)C1=O,NKMPOVPTYDXGEC-MNRBYUMSSA-N,567.6316,P12931,BE0000838,Proto-oncogene tyrosine-protein kinase Src,Humans,inhibitor,yes
DB03108,4-phospho-D-erythronic acid,small molecule,experimental,[H][C@@](O)(COP(O)(O)=O)[C@@]([H])(O)C(O)=O,ZCZXOHUILRHRQJ-PWNYCUMCSA-N,216.0832,P52209,BE0003559,"6-phosphogluconate dehydrogenase, decarboxylating",Humans,inhibitor,yes
DB03110,2-Chlorophenol,small molecule,experimental,OC1=CC=CC=C1Cl,ISPYQTSUDJAMAB-UHFFFAOYSA-N,128.556,Q16539,BE0001019,Mitogen-activated protein kinase 14,Humans,inhibitor,yes
DB03114,PAS219,small molecule,experimental,O[P@@](=O)(OCC1CCCCC1)OC1=C(C=O)C=CC=C1,YBEVTZVQKMYQPM-UHFFFAOYSA-N,298.2714,P12931,BE0000838,Proto-oncogene tyrosine-protein kinase Src,Humans,inhibitor,yes
DB03127,Benzamidine,small molecule,experimental,NC(=[NH2+])C1=CC=CC=C1,PXXJHWLDUBFPOL-UHFFFAOYSA-O,121.1598,P07477,BE0001739,Serine protease 1,Humans,inhibitor,yes
DB03127,Benzamidine,small molecule,experimental,NC(=[NH2+])C1=CC=CC=C1,PXXJHWLDUBFPOL-UHFFFAOYSA-O,121.1598,P00749,BE0000895,Urokinase-type plasminogen activator,Humans,inhibitor,yes
DB03127,Benzamidine,small molecule,experimental,NC(=[NH2+])C1=CC=CC=C1,PXXJHWLDUBFPOL-UHFFFAOYSA-O,121.1598,Q9Y5Y6,BE0001656,Suppressor of tumorigenicity 14 protein,Humans,inhibitor,yes
DB03136,4-Iodobenzo[B]Thiophene-2-Carboxamidine,small molecule,experimental,NC(=[NH2+])C1=CC2=C(S1)C=CC=C2I,YERQOXAYAFWFEJ-UHFFFAOYSA-O,303.143,P00734,BE0000048,Prothrombin,Humans,inhibitor,yes
DB03136,4-Iodobenzo[B]Thiophene-2-Carboxamidine,small molecule,experimental,NC(=[NH2+])C1=CC2=C(S1)C=CC=C2I,YERQOXAYAFWFEJ-UHFFFAOYSA-O,303.143,P00740,BE0000364,Coagulation factor IX,Humans,inhibitor,yes
DB03136,4-Iodobenzo[B]Thiophene-2-Carboxamidine,small molecule,experimental,NC(=[NH2+])C1=CC2=C(S1)C=CC=C2I,YERQOXAYAFWFEJ-UHFFFAOYSA-O,303.143,P00749,BE0000895,Urokinase-type plasminogen activator,Humans,inhibitor,yes
DB03140,4-Carboxyphenylboronic Acid,small molecule,experimental,OB(O)C1=CC=C(C=C1)C(O)=O,SIAVMDKGVRXFAX-UHFFFAOYSA-N,165.939,P00807,BE0000302,Beta-lactamase,Staphylococcus aureus,inhibitor,yes
DB03144,N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine,small molecule,experimental,N[C@@H](CCCNC(=N)NO)C(O)=O,FQWRAVYMZULPNK-BYPYZUCNSA-N,190.2004,P29474,BE0000263,Nitric oxide synthase 3,Humans,inhibitor,yes
DB03144,N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine,small molecule,experimental,N[C@@H](CCCNC(=N)NO)C(O)=O,FQWRAVYMZULPNK-BYPYZUCNSA-N,190.2004,P35228,BE0000005,"Nitric oxide synthase, inducible",Humans,inhibitor,yes
DB03144,N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine,small molecule,experimental,N[C@@H](CCCNC(=N)NO)C(O)=O,FQWRAVYMZULPNK-BYPYZUCNSA-N,190.2004,P29475,BE0000067,Nitric oxide synthase 1,Humans,inhibitor,yes
DB03147,Flavin adenine dinucleotide,small molecule,approved,CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2,VWWQXMAJTJZDQX-UYBVJOGSSA-N,785.5497,P16083,BE0000220,Ribosyldihydronicotinamide dehydrogenase [quinone],Humans,inhibitor,yes
DB03147,Flavin adenine dinucleotide,small molecule,approved,CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2,VWWQXMAJTJZDQX-UYBVJOGSSA-N,785.5497,P29475,BE0000067,Nitric oxide synthase 1,Humans,inhibitor,yes
DB03147,Flavin adenine dinucleotide,small molecule,approved,CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2,VWWQXMAJTJZDQX-UYBVJOGSSA-N,785.5497,Q12882,BE0000960,Dihydropyrimidine dehydrogenase [NADP(+)],Humans,inhibitor,yes
DB03147,Flavin adenine dinucleotide,small molecule,approved,CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2,VWWQXMAJTJZDQX-UYBVJOGSSA-N,785.5497,P47989,BE0002204,Xanthine dehydrogenase/oxidase,Humans,inhibitor,yes
DB03147,Flavin adenine dinucleotide,small molecule,approved,CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2,VWWQXMAJTJZDQX-UYBVJOGSSA-N,785.5497,P00390,BE0000648,"Glutathione reductase, mitochondrial",Humans,inhibitor,yes
DB03147,Flavin adenine dinucleotide,small molecule,approved,CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2,VWWQXMAJTJZDQX-UYBVJOGSSA-N,785.5497,P15559,BE0001184,NAD(P)H dehydrogenase [quinone] 1,Humans,inhibitor,yes
DB03147,Flavin adenine dinucleotide,small molecule,approved,CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2,VWWQXMAJTJZDQX-UYBVJOGSSA-N,785.5497,P21397,BE0002198,Amine oxidase [flavin-containing] A,Humans,inhibitor,yes
DB03147,Flavin adenine dinucleotide,small molecule,approved,CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2,VWWQXMAJTJZDQX-UYBVJOGSSA-N,785.5497,Q16881,BE0001979,"Thioredoxin reductase 1, cytoplasmic",Humans,inhibitor,yes
DB03147,Flavin adenine dinucleotide,small molecule,approved,CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2,VWWQXMAJTJZDQX-UYBVJOGSSA-N,785.5497,P27338,BE0002196,Amine oxidase [flavin-containing] B,Humans,inhibitor,yes
DB03148,Adenosine 5'-methylenediphosphate,small molecule,experimental,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)CP(O)(O)=O)[C@@H](O)[C@H]1O,OLCWZBFDIYXLAA-IOSLPCCCSA-N,425.2283,P21589,BE0001096,5'-nucleotidase,Humans,inhibitor,yes
DB03153,"3H-pyrazolo[4,3-d]pyrimidin-7-ol",small molecule,experimental,OC1=NC=NC2=C1N=NC2,OGCXIHWGXUQTCQ-UHFFFAOYSA-N,136.1115,P20035,BE0001516,Hypoxanthine-guanine-xanthine phosphoribosyltransferase,Plasmodium falciparum (isolate FCR-3 / Gambia),inhibitor,yes
DB03157,"N,O-didansyl-L-tyrosine",small molecule,experimental,[H]N([C@@H](CC1=CC=C(OS(=O)(=O)C2=CC=CC3=C2C=CC=C3N(C)C)C=C1)C(O)=O)S(=O)(=O)C1=CC=CC2=C1C=CC=C2N(C)C,LUBOPDUYHWABFG-NDEPHWFRSA-N,647.761,P12461,BE0000021,Thymidylate synthase,Yeast,inhibitor,yes
DB03159,CRA_8696,small molecule,experimental,NC(=[NH2+])C1=CC=C2NC(=CC2=C1)C1=CC=CC(=C1[O-])C1=CC=CC=C1,GAVRMVQHHVMXFD-UHFFFAOYSA-N,327.3792,P00734,BE0000048,Prothrombin,Humans,inhibitor,yes
DB03159,CRA_8696,small molecule,experimental,NC(=[NH2+])C1=CC=C2NC(=CC2=C1)C1=CC=CC(=C1[O-])C1=CC=CC=C1,GAVRMVQHHVMXFD-UHFFFAOYSA-N,327.3792,P00749,BE0000895,Urokinase-type plasminogen activator,Humans,inhibitor,yes
DB03203,Sphingosine,small molecule,experimental,[H]\C(CCCCCCCCCCCCC)=C(\[H])[C@@]([H])(O)[C@@]([H])(N)CO,WWUZIQQURGPMPG-KRWOKUGFSA-N,299.4919,Q9Y5K3,BE0000494,Choline-phosphate cytidylyltransferase B,Humans,inhibitor,yes
DB03206,Duvoglustat,small molecule,investigational,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,LXBIFEVIBLOUGU-JGWLITMVSA-N,163.1717,O43451,BE0000837,Maltase-glucoamylase,Humans,inhibitor,yes
DB03206,Duvoglustat,small molecule,investigational,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,LXBIFEVIBLOUGU-JGWLITMVSA-N,163.1717,P10253,BE0000876,Lysosomal alpha-glucosidase,Humans,inhibitor,yes
DB03206,Duvoglustat,small molecule,investigational,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,LXBIFEVIBLOUGU-JGWLITMVSA-N,163.1717,Q14697,BE0004698,Neutral alpha-glucosidase AB,Humans,inhibitor,yes
DB03206,Duvoglustat,small molecule,investigational,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,LXBIFEVIBLOUGU-JGWLITMVSA-N,163.1717,Q8TET4,BE0004699,Neutral alpha-glucosidase C,Humans,inhibitor,yes
DB03217,DPI59,small molecule,experimental,[H][C@@](O)(C1=CC=CC2=CC=CC=C12)P(O)(O)=O,AXIBZLYWMBUYRV-NSHDSACASA-N,238.1764,P12931,BE0000838,Proto-oncogene tyrosine-protein kinase Src,Humans,inhibitor,yes
DB03218,N-acetyl-N'-beta-D-glucopyranosyl urea,small molecule,experimental,CC(=O)NC(=O)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,UQKBNLXZEGBQAF-JAJWTYFOSA-N,264.2325,P11217,BE0000916,"Glycogen phosphorylase, muscle form",Humans,inhibitor,yes
DB03220,FR-234938,small molecule,experimental,C[C@H](O)[C@@H](CCC1=C2C=CC=CC2=CC=C1)N1C=NC(=C1)C(N)=O,OODDZQQDDOVCFD-SCLBCKFNSA-N,323.3889,P00813,BE0002214,Adenosine deaminase,Humans,inhibitor,yes
DB03221,AL7099A,small molecule,experimental,CN[C@@H]1CN(C2=CC(OC)=CC=C2)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O,RMOXCYSVWCHXII-GFCCVEGCSA-N,403.497,P00918,BE0000322,Carbonic anhydrase 2,Humans,inhibitor,yes
DB03222,dATP,small molecule,experimental,NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1,SUYVUBYJARFZHO-RRKCRQDMSA-N,491.1816,Q96G91,BE0005499,P2Y purinoceptor 11,Humans,agonist,yes
DB03225,D-Tryptophan,small molecule,experimental,N[C@H](CC1=CNC2=CC=CC=C12)C(O)=O,QIVBCDIJIAJPQS-SECBINFHSA-N,204.2252,P49019,BE0000836,Hydroxycarboxylic acid receptor 3,Humans,agonist,yes
DB03254,4-Phenyl-1h-Imidazole,small molecule,experimental,N1C=NC=C1C1=CC=CC=C1,XHLKOHSAWQPOFO-UHFFFAOYSA-N,144.1732,P14902,BE0000693,"Indoleamine 2,3-dioxygenase 1",Humans,inhibitor,yes
DB03268,RU82197,small molecule,experimental,CC(=O)N[C@@H](CC1=CC(C=O)=C(C=C1)C(O)=O)C(=O)N[C@H]1CCCCN(CC2=CC=C(C=C2)C2=CC=CC=C2)C1=O,WKTQBTSOHBKBRW-VMPREFPWSA-N,555.6209,P12931,BE0000838,Proto-oncogene tyrosine-protein kinase Src,Humans,inhibitor,yes
DB03270,"2,6-Difluorobenzenesulfonamide",small molecule,experimental,NS(=O)(=O)C1=C(F)C=CC=C1F,RVVVGGCOFWWDEL-UHFFFAOYSA-N,193.171,P00918,BE0000322,Carbonic anhydrase 2,Humans,inhibitor,yes
DB03274,"2',5'-Dideoxyuridine",small molecule,experimental,[H]N1C(=O)C=CN([C@H]2C[C@H](O)[C@@H](C)O2)C1=O,FDCFKLBIAIKUKB-GKROBHDKSA-N,212.2026,P12461,BE0000021,Thymidylate synthase,Yeast,inhibitor,yes
DB03279,Dodecyl-Alpha-D-Maltoside,small molecule,experimental,[H][C@]1(O)[C@]([H])(O)[C@@]([H])(CO)O[C@]([H])(O[C@@]2([H])[C@]([H])(O)[C@@]([H])(O)[C@@]([H])(OCCCCCCCCCCCC)O[C@]2([H])CO)[C@]1([H])O,NLEBIOOXCVAHBD-YHBSTRCHSA-N,510.6154,P13631,BE0000144,Retinoic acid receptor gamma,Humans,inhibitor,yes
DB03280,p1-(5'-adenosyl)p5-(5'-thymidyl)pentaphosphate,small molecule,experimental,[H]N([H])C1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OC[C@H]4O[C@H](C[C@@H]4O)N4C=C(C)C(=O)N([H])C4=O)[C@@H](O)[C@H]3O)C2=NC=N1,JCFDSPQTEMXXLO-SLFMBYJQSA-N,891.3541,P04183,BE0001260,"Thymidine kinase, cytosolic",Humans,inhibitor,yes
DB03283,beta-L-fucose,small molecule,experimental,C[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O,SHZGCJCMOBCMKK-KGJVWPDLSA-N,164.1565,P22303,BE0000426,Acetylcholinesterase,Humans,inhibitor,yes
DB03298,Phenylphosphate,small molecule,experimental,OP(O)(=O)OC1=CC=CC=C1,CMPQUABWPXYYSH-UHFFFAOYSA-N,174.0911,P12931,BE0000838,Proto-oncogene tyrosine-protein kinase Src,Humans,inhibitor,yes
DB03305,N(G)-Iminoethylornithine,small molecule,experimental,CC(=N)NCCC[C@H](N)C(O)=O,UYZFAUAYFLEHRC-LURJTMIESA-N,173.2129,P35228,BE0000005,"Nitric oxide synthase, inducible",Humans,inhibitor,yes
DB03305,N(G)-Iminoethylornithine,small molecule,experimental,CC(=N)NCCC[C@H](N)C(O)=O,UYZFAUAYFLEHRC-LURJTMIESA-N,173.2129,P29475,BE0000067,Nitric oxide synthase 1,Humans,inhibitor,yes
DB03305,N(G)-Iminoethylornithine,small molecule,experimental,CC(=N)NCCC[C@H](N)C(O)=O,UYZFAUAYFLEHRC-LURJTMIESA-N,173.2129,P29474,BE0000263,Nitric oxide synthase 3,Humans,inhibitor,yes
DB03306,RU78300,small molecule,experimental,COC1=CC=CC(C=O)=C1OP(O)(O)=O,CGEZBCISRKFHLZ-UHFFFAOYSA-N,232.1272,P12931,BE0000838,Proto-oncogene tyrosine-protein kinase Src,Humans,inhibitor,yes
DB03312,Brivudine,small molecule,approved;investigational,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(\C=C\Br)C(=O)NC1=O,ODZBBRURCPAEIQ-PIXDULNESA-N,333.135,O00142,BE0004639,"Thymidine kinase 2, mitochondrial",Humans,substrate,yes
DB03312,Brivudine,small molecule,approved;investigational,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(\C=C\Br)C(=O)NC1=O,ODZBBRURCPAEIQ-PIXDULNESA-N,333.135,P04183,BE0001260,"Thymidine kinase, cytosolic",Humans,inhibitor,yes
